GeneSym	NA	GeneID
EIF3I	na	8668
EIF3G	na	8666
EIF3J	na	8669
EIF3C	na	8663
EIF3D	na	8664
EIF3E	na	3646
EIF3K	na	27335
EIF3F	na	8665
EIF3H	na	8667
EIF3L	na	51386
EIF3M	na	10480
ADCY8	na	114
CACNA1C	na	775
CAV3	na	859
PRKAR2B	na	5577
GNAS	na	2778
GNAI2	na	2771
ADRB2	na	154
KCNMA1	na	3778
AKAP1	na	8165
MYCBP	na	26292
EIF4A1	na	1973
EIF4E	na	1977
MKNK1	na	8569
PPME1	na	51400
PPP2R1B	na	5519
PPP2CA	na	5515
PPP2R1A	na	5518
PPP2R2B	na	5521
PPP2R3A	na	5523
CNKSR1	na	10256
RAF1	na	5894
KRAS	na	3845
GNB2L1	na	10399
PIN1	na	5300
PPP2CB	na	5516
PPP2R2A	na	5520
CFTR	na	1080
SLC9A3R1	na	9368
EZR	na	7430
BCL6	na	604
MTA3	na	57504
HDAC7	na	51564
HDAC5	na	10014
HDAC4	na	9759
MAPK3	na	5595
CACNA1A	na	773
GNB1	na	2782
GNG2	na	54331
PTH1R	na	5745
MCF2	na	4168
GNGT2	na	2793
KCNJ3	na	3760
KCNJ6	na	3763
BEX2	na	84707
NHLH2	na	4808
GATA2	na	2624
LDB1	na	8861
LMO2	na	4005
TAL1	na	6886
TCF3	na	6929
GATA1	na	2623
ZFPM1	na	161882
GFI1B	na	8328
MYOD1	na	4654
ELK1	na	2002
ELK4	na	2005
ELK3	na	2004
FOXO4	na	4303
GATA4	na	2626
MYOCD	na	93649
SRF	na	6722
MYOG	na	4656
CAP1	na	10487
CFL1	na	1072
AHNAK	na	79026
LIG4	na	3981
XRCC4	na	7518
NHEJ1	na	79840
LIG3	na	3980
XRCC1	na	7515
NEIL2	na	252969
PDXK	na	8566
POLB	na	5423
NEIL1	na	79661
PNKP	na	11284
TDP1	na	55775
BAZ2A	na	11176
DNMT3B	na	1789
KIF4A	na	24137
DNMT3L	na	29947
DNMT3A	na	1788
ZBTB17	na	7709
MYC	na	4609
NCAPD2	na	9918
NCAPG	na	64151
NCAPH	na	23397
SMC2	na	10592
SMC4	na	10051
NCAPD3	na	23310
NCAPG2	na	54892
NCAPH2	na	29781
REC8	na	9985
SMC1B	na	27127
SS18L1	na	26039
SYCP1	na	6847
STAG3	na	10734
SYCP3	na	50511
SYCE1	na	93426
SYCE2	na	256126
SYCP2	na	10388
AGO4	na	192670
ZFP36	na	7538
MLX	na	6945
MLXIP	na	22877
ATR	na	545
ATRIP	na	84126
ABL2	na	27
HRAS	na	3265
RIN1	na	9610
EPS15	na	2060
STON2	na	85439
HGS	na	9146
STAM2	na	10254
CPLX1	na	10815
CPLX3	na	594855
STX3	na	6809
CPLX4	na	339302
SNAP25	na	6616
VAMP2	na	6844
STX1A	na	6804
CPLX2	na	10814
NAPB	na	63908
STX12	na	23673
SNAP29	na	9342
SNAP23	na	8773
STX4	na	6810
VAMP1	na	6843
VAMP7	na	6845
STX16	na	8675
VAMP4	na	8674
STX6	na	10228
VTI1A	na	143187
STX7	na	8417
VTI1B	na	10490
STX8	na	9482
VAMP3	na	9341
VAMP8	na	8673
STX2	na	2054
EEA1	na	8411
RAB5A	na	5868
VPS39	na	23339
VPS11	na	55823
VPS18	na	57617
VPS16	na	64601
AEBP2	na	121536
EED	na	8726
EZH2	na	2146
SUZ12	na	23512
CREB1	na	1385
FHL3	na	2275
FHL2	na	2274
FOXO1	na	2308
SIRT1	na	23411
FHL5	na	9457
STX11	na	8676
AES	na	166
HIPK2	na	28996
TLE2	na	7089
TLE3	na	7090
TLE4	na	7091
LEF1	na	51176
PAX3	na	5077
PAX6	na	5080
POU5F1	na	5460
SOX2	na	6657
POU2AF1	na	5450
POU2F1	na	5451
POU2F2	na	5452
PPARGC1A	na	10891
YY1	na	7528
BDP1	na	55814
BRF1	na	2972
GTF3A	na	2971
GTF3C1	na	2975
GTF3C2	na	2976
GTF3C3	na	9330
GTF3C4	na	9329
GTF3C5	na	9328
HNF4A	na	3172
SUB1	na	10923
FKBP1A	na	2280
MAPKAP1	na	79109
RICTOR	na	253260
MLST8	na	64223
MTOR	na	2475
RPTOR	na	57521
AHR	na	196
AIP	na	9049
CUL4B	na	8450
TBL3	na	10607
CAND1	na	55832
ARNT	na	405
SIM2	na	6493
SIM1	na	6492
EPAS1	na	2034
HLF	na	3131
ATRX	na	546
DAXX	na	1616
CUL3	na	8452
SPOP	na	8405
H2AFY	na	9555
KEAP1	na	9817
NFE2L2	na	4780
PGAM5	na	192111
ASB1	na	51665
ASB12	na	142689
CUL5	na	8065
RNF7	na	9616
TCEB1	na	6921
TCEB2	na	6923
ASB6	na	140459
ASB7	na	140460
ASB2	na	51676
WSB1	na	26118
CUL2	na	8453
USP33	na	23032
VHL	na	7428
NEURL2	na	140825
APEX1	na	328
CITED2	na	10370
IRF3	na	3661
EGLN1	na	54583
OS9	na	10956
HIF1A	na	3091
EGLN3	na	112399
CDCP1	na	64866
PRKCD	na	5580
CNTF	na	1270
CNTFR	na	1271
LIFR	na	3977
IL6ST	na	3572
LIF	na	3976
ISL1	na	3670
STAT3	na	6774
JAK1	na	3716
SOCS3	na	9021
LMO4	na	8543
PSMA1	na	5682
PSMA2	na	5683
PSMA6	na	5687
PSMA4	na	5685
PSMA5	na	5686
PSMA7	na	5688
PSMB1	na	5689
PSMB2	na	5690
PSMB3	na	5691
PSMB4	na	5692
PSMA3	na	5684
PSMB5	na	5693
PSMB6	na	5694
PSMB7	na	5695
PSME1	na	5720
PSME2	na	5721
PSMC1	na	5700
PSMC2	na	5701
PSMC4	na	5704
PSMC5	na	5705
PSMC6	na	5706
PSMD13	na	5719
PSMD4	na	5710
PSMD1	na	5707
PSMD10	na	5716
PSMD11	na	5717
PSMD12	na	5718
PSMD14	na	10213
PSMD2	na	5708
PSMD3	na	5709
PSMD5	na	5711
PSMD6	na	9861
PSMD7	na	5713
PSMD9	na	5715
PSMD8	na	5714
PSMC3	na	5702
PSMB10	na	5699
PSMB8	na	5696
PSMB9	na	5698
PSME3	na	10197
UBE3A	na	7337
UBQLN1	na	29979
UBQLN2	na	29978
RINT1	na	60561
ZW10	na	9183
ACVR1B	na	91
ACVR2A	na	92
MAGI2	na	9863
FOSB	na	2354
JUND	na	3727
PML	na	5371
ZFYVE9	na	9372
SKI	na	6497
SMAD2	na	4087
SMAD3	na	4088
SMAD4	na	4089
SKIL	na	6498
FOXG1	na	2290
FOXO3	na	2309
FOXH1	na	8928
NKX2-5	na	1482
RNF11	na	26994
STAMBP	na	10617
SMURF2	na	64750
SMAD7	na	4092
ADRA2A	na	150
CSPG4	na	1464
GRIA2	na	2891
GRIP1	na	23426
PICK1	na	9463
ERG	na	2078
FOS	na	2353
JUN	na	3725
ETS1	na	2113
ETS2	na	2114
NFATC2	na	4773
NFATC2IP	na	84901
PRMT1	na	3276
ANAPC1	na	64682
CDC23	na	8697
ANAPC2	na	29882
ANAPC4	na	29945
ANAPC5	na	51433
CCDC27	na	148870
ANAPC7	na	51434
CDC16	na	8881
CDC27	na	996
ANAPC10	na	10393
NEDD9	na	4739
ADRB1	na	153
AKAP5	na	9495
PRKAR2A	na	5576
DLG1	na	1739
APBA1	na	320
CASK	na	8573
LIN7C	na	55327
LIN7A	na	8825
MPP6	na	51678
C16orf70	na	80262
KIF17	na	57576
GRIN2B	na	2904
GRIN2A	na	2903
LRP8	na	7804
AKAP12	na	9590
PDE4D	na	5144
AKAP9	na	10142
PPP1CB	na	5500
KCNQ1	na	3784
PRKACB	na	5567
NCOA1	na	8648
NR3C2	na	4306
UBE2I	na	7329
SRA1	na	10011
PPP3CA	na	5530
PPP3CB	na	5532
RCAN1	na	1827
AGAP1	na	116987
AP3B1	na	8546
AP3M1	na	26985
AP3M2	na	10947
AP3S2	na	10239
AP3B2	na	8120
AP3D1	na	8943
AP3S1	na	1176
BLOC1S1	na	2647
BLOC1S2	na	282991
BLOC1S3	na	388552
BLOC1S4	na	55330
SNAPIN	na	23557
BLOC1S5	na	63915
BLOC1S6	na	26258
DTNBP1	na	84062
HPS3	na	84343
HPS5	na	11234
HPS6	na	79803
BCL3	na	602
NCOA3	na	8202
NCOA2	na	10499
TROVE2	na	6738
CAV1	na	857
NOS3	na	4846
NOSTRIN	na	115677
ESR1	na	2099
VDAC1	na	7416
CTNND2	na	1501
ORAI1	na	84876
GNA11	na	2767
ITPR3	na	3710
TRPC1	na	7220
TRPC3	na	7222
TRPC7	na	57113
TRPC4	na	7223
DAG1	na	1605
DRP2	na	1821
PRX	na	57716
UTRN	na	7402
DMD	na	1756
DTNA	na	1837
SNTB1	na	6641
SNTB2	na	6645
SNTG1	na	54212
DTNB	na	1838
SGCA	na	6442
SGCB	na	6443
SGCG	na	6445
SGCD	na	6444
SSPN	na	8082
SGCE	na	8910
SGCZ	na	137868
KCNJ10	na	3766
SNTA1	na	6640
AKT1	na	207
APPL1	na	26060
AR	na	367
AKT2	na	208
SH3RF1	na	57630
TCL1A	na	8115
MAP3K11	na	4296
AMFR	na	267
DERL1	na	79139
VCP	na	7415
DERL2	na	51009
VIMP	na	55829
SEL1L	na	6400
SYVN1	na	84447
SVIP	na	258010
ITPR1	na	3708
NPLOC4	na	55666
SEC61B	na	10952
UFD1L	na	7353
DCTN1	na	1639
HAP1	na	9001
HTT	na	3064
OPTN	na	10133
RAB8A	na	4218
ARHGEF25	na	115557
GNAQ	na	2776
RHOA	na	387
RHPN1	na	114822
ROPN1	na	54763
MPRIP	na	23164
PPP1R12A	na	4659
ATF7IP	na	55729
SETDB1	na	9869
MBD1	na	4152
CBX5	na	23468
DSN1	na	79980
MIS12	na	79003
NSL1	na	25936
PMF1	na	11243
ZWINT	na	11130
ABI1	na	10006
WASF2	na	10163
CYFIP1	na	23191
NCKAP1	na	10787
BRK1	na	55845
DNM1	na	1759
SYN2	na	6854
ROCK2	na	9475
PFN2	na	5217
SYN1	na	6853
WASL	na	8976
AXIN1	na	8312
DVL1	na	1855
FRAT1	na	10023
GSK3B	na	2932
PPP2R5A	na	5525
DIXDC1	na	85458
MAP3K4	na	4216
DVL2	na	1856
RAC1	na	5879
FZD8	na	8325
WNT1	na	7471
RYK	na	6259
WNT3A	na	89780
GSN	na	2934
PRUNE	na	58497
NME1	na	4830
PRKAA1	na	5562
ACTN1	na	87
PSD3	na	23362
BCAR1	na	9564
SRC	na	6714
JUP	na	3728
VCL	na	7414
TLN1	na	7094
PTK2	na	5747
CDH1	na	999
PKD1	na	5310
FLOT2	na	2319
ASAP1	na	50807
PXN	na	5829
CTTN	na	2017
HIP1R	na	9026
ITGAE	na	3682
ITGB7	na	3695
CDH2	na	1000
CTNND1	na	1500
XIRP1	na	165904
KIF3B	na	9371
KIFAP3	na	22920
FURIN	na	5045
PACS1	na	55690
PKD2	na	5311
PKHD1	na	5314
CTNNAL1	na	8727
CTNNB1	na	1499
TCF4	na	6925
HDAC6	na	10013
SUMO1	na	7341
JUNB	na	3726
SAE1	na	10055
UBA2	na	10054
TCF7L2	na	6934
AP1AR	na	55435
AP1B1	na	162
AP1M1	na	8907
AP1G2	na	8906
AP1S1	na	1174
AP1S2	na	8905
AP1S3	na	130340
AP1M2	na	10053
AP1G1	na	164
KIF13A	na	63971
ARHGAP10	na	79658
CTNNA1	na	1495
APBB1IP	na	54518
VASP	na	7408
PRKD1	na	5587
RAP1A	na	5906
APC	na	324
DIAPH3	na	81624
MAPRE1	na	22919
DIAPH1	na	1729
AXIN2	na	8313
ARHGEF7	na	8874
GIT1	na	28964
SCRIB	na	23513
VANGL2	na	57216
DLG4	na	1742
GRID2	na	2895
HOMER1	na	9456
SHANK2	na	22941
GRM1	na	2911
ARHGEF6	na	9459
PARVB	na	29780
DYSF	na	8291
ILK	na	3611
LIMS1	na	3987
PARVA	na	55742
ABL1	na	25
CABLES1	na	91768
CDK16	na	5127
CDK5R1	na	8851
CDK5	na	1020
CAMLG	na	819
FGFR2	na	2263
LYN	na	4067
FYN	na	2534
LCK	na	3932
MS4A1	na	931
CD8A	na	925
DOK1	na	1796
NCK1	na	4690
MAP4K4	na	9448
MINK1	na	50488
RASA1	na	5921
YES1	na	7525
CANX	na	821
CD3E	na	916
CD3G	na	917
CD247	na	919
CD3D	na	915
NCR3	na	259197
CD19	na	930
VAV1	na	7409
PIK3R1	na	5295
ITK	na	3702
LCP2	na	3937
LAT	na	27040
PLCG1	na	5335
EPS8	na	2059
GRB2	na	2885
SOS1	na	6654
PIK3CA	na	5290
FRS2	na	10818
PTPN11	na	5781
GAB2	na	9846
RET	na	5979
GAB1	na	2549
SHC3	na	53358
CSF2RB	na	1439
INPP5D	na	3635
SHC1	na	6464
SH2D1A	na	4068
SLAMF1	na	6504
FCGR1A	na	2209
SYK	na	6850
PLCG2	na	5336
PLD1	na	5337
PRKCA	na	5578
EPO	na	2056
EPOR	na	2057
ITPR2	na	3709
CRK	na	1398
CRKL	na	1399
RAPGEF1	na	2889
PDGFRA	na	5156
DOCK1	na	1793
ELMO1	na	9844
DOCK2	na	1794
CSK	na	1445
INSR	na	3643
IRS1	na	3667
KHDRBS1	na	10657
PPP1R13B	na	23368
LEPR	na	3953
SNX1	na	6642
SNX2	na	6643
SNX4	na	8723
TFRC	na	7037
VPS26A	na	9559
VPS29	na	51699
VPS35	na	55737
VPS26B	na	112936
SNX6	na	58533
AMOT	na	154796
ARHGAP17	na	55114
CAPZB	na	832
INADL	na	10207
MPP5	na	64398
AMOTL1	na	154810
MPP7	na	143098
AMOTL2	na	51421
MPDZ	na	8777
CRB1	na	23418
MPP4	na	58538
PLG	na	5340
CD2AP	na	23607
SYNPO	na	11346
FLT1	na	2321
TEAD1	na	7003
TEAD2	na	8463
YAP1	na	10413
TEAD4	na	7004
TEAD3	na	7005
ARHGAP35	na	2909
FGR	na	2268
PTK2B	na	2185
SORBS2	na	8470
CBL	na	867
SH3GL3	na	6457
SH3KBP1	na	30011
SH3GL2	na	6456
CBLB	na	868
UBB	na	7314
EGFR	na	1956
PDGFRB	na	5159
HGF	na	3082
MET	na	4233
ERBB2	na	2064
PIK3C2A	na	5286
PIK3C2B	na	5287
OSTF1	na	26578
ACTN4	na	81
LAMA3	na	3909
MPP3	na	4356
PI4KA	na	5297
PTPRB	na	5787
SVIL	na	6840
HSPA1A	na	3303
ICAM4	na	3386
ITGAX	na	3687
ITGB2	na	3689
CAMK2A	na	815
LRRC7	na	57554
NOS1	na	4842
STUB1	na	10273
RASD1	na	51655
APH1A	na	51107
NCSTN	na	23385
PSENEN	na	55851
PSEN1	na	5663
APH1B	na	83464
PSEN2	na	5664
DLL1	na	28514
NRSN1	na	140767
TMED10	na	10972
BSG	na	682
ITGA3	na	3675
THBS1	na	7057
CD63	na	967
ITGAM	na	3684
ADAM12	na	8038
ITGA9	na	3680
ITGB1	na	3688
TNC	na	3371
ADAM8	na	101
VCAM1	na	7412
ADAM15	na	8751
COL18A1	na	80781
ITGA5	na	3678
PPAP2B	na	8613
NOV	na	4856
CHAD	na	1101
ITGA2	na	3673
COL6A3	na	1293
ITGA1	na	3672
PTPN2	na	5771
ADAM2	na	2515
CD53	na	963
ITGA4	na	3676
THBS2	na	7058
JAM2	na	58494
EMILIN1	na	11117
SLC7A8	na	23428
COL1A1	na	1277
ITGA11	na	22801
ITGA10	na	8515
CLDN11	na	5010
TSPAN3	na	10099
ITGA8	na	8516
FIGF	na	2277
FLT4	na	2324
NRP2	na	8828
VEGFC	na	7424
CD81	na	975
GNB2	na	2783
GNB3	na	2784
GPR56	na	9289
ADAM23	na	8745
CD47	na	961
FCER2	na	2208
CD9	na	928
CIB1	na	10519
ITGA2B	na	3674
ITGB3	na	3690
F11R	na	50848
LAMA4	na	3910
COL4A3	na	1285
SLC3A2	na	6520
ADAM9	na	8754
CYR61	na	3491
ITGAV	na	3685
ITGB5	na	3693
PLAUR	na	5329
VTN	na	7448
ITGB6	na	3694
SPP1	na	6696
GNA12	na	2768
P2RY2	na	5029
CLDN1	na	9076
MMP2	na	4313
ITGB8	na	3696
MMP14	na	4323
TGFB1	na	7040
TGFB3	na	7043
TGFBR1	na	7046
TGFBR2	na	7048
CD151	na	977
ITGA6	na	3655
ITGB4	na	3691
LAMA5	na	3911
LAMB1	na	3912
LAMB2	na	3913
LAMC1	na	3915
ITGA7	na	3679
NMRK2	na	27231
RABIF	na	5877
ARMC8	na	25852
MAEA	na	10296
RMND5A	na	64795
GID8	na	54994
MPHOSPH8	na	54737
MKLN1	na	4289
RANBP9	na	10048
TMEM50A	na	23585
CRMP1	na	1400
MICAL1	na	64780
PLXNA1	na	5361
PLXNB1	na	5364
SEMA6D	na	80031
SEMA3A	na	10371
FARP2	na	9855
NRP1	na	8829
PLXNA2	na	5362
PLXNA4	na	91584
PLXNA3	na	55558
KDR	na	3791
VEGFA	na	7422
PLXND1	na	23129
SEMA4A	na	64218
HSF1	na	3297
HSF2	na	3298
AIMP1	na	9255
QARS	na	5859
RARS	na	5917
DARS	na	1615
EEF1E1	na	9521
AIMP2	na	7965
MARS	na	4141
LARS	na	51520
KARS	na	3735
IARS	na	3376
EPRS	na	2058
CDC42	na	998
LLGL2	na	3993
PARD6B	na	84612
PRKCI	na	5584
FMR1	na	2332
LLGL1	na	3996
LIMD1	na	8994
SQSTM1	na	8878
PRKCZ	na	5590
TNFRSF11A	na	8792
TRAF6	na	7189
CDH5	na	1003
PARD3	na	56288
PLCB1	na	23236
PARD6A	na	50855
PLCB3	na	5331
SMURF1	na	57154
EFNB1	na	1947
EPHA2	na	1969
GRIN1	na	2902
TIAM1	na	7074
COX2	na	4513
COX4I1	na	1327
COX8A	na	1351
COX5A	na	9377
COX6A1	na	1337
COX6B1	na	1340
COX7A2	na	1347
COX7B	na	1349
PTGS1	na	5742
ECSIT	na	51295
NDUFAF1	na	51103
TOMM20	na	9804
SMAD1	na	4086
CSNK2A1	na	1457
CSNK2A2	na	1459
CSNK2B	na	1460
DUSP6	na	1848
GAPDH	na	2597
HMGB1	na	3146
HMGB2	na	3148
PDIA3	na	2923
FGF2	na	2247
RPS6KA3	na	6197
ND1	na	4535
NDUFA6	na	4700
NDUFA9	na	4704
NDUFS2	na	4720
NDUFS3	na	4722
ND2	na	4536
ND3	na	4537
NDUFA1	na	4694
NDUFA10	na	4705
NDUFA3	na	4696
NDUFA8	na	4702
ND4L	na	4539
ND6	na	4541
NDUFC1	na	4717
NDUFS5	na	4725
ND4	na	4538
ND5	na	4540
NDUFA4	na	4697
NDUFAB1	na	4706
NDUFB10	na	4716
NDUFB11	na	54539
NDUFB2	na	4708
NDUFB3	na	4709
NDUFB4	na	4710
NDUFB5	na	4711
NDUFB7	na	4713
NDUFB9	na	4715
NDUFC2	na	4718
NDUFB8	na	4714
NDUFB6	na	4712
NDUFB1	na	4707
NDUFA11	na	126328
NDUFA12	na	55967
NDUFA13	na	51079
NDUFA5	na	4698
NDUFA7	na	4701
NDUFS8	na	4728
NDUFS1	na	4719
NDUFS6	na	4726
NDUFV1	na	4723
NDUFV3	na	4731
NDUFA2	na	4695
NDUFS4	na	4724
NDUFV2	na	4729
NDUFS7	na	374291
GIPC1	na	10755
LHCGR	na	3973
NTRK1	na	4914
RGS19	na	10287
LINGO1	na	84894
RTN4R	na	65078
TNFRSF19	na	55504
NGF	na	4803
NGFR	na	4804
SORT1	na	6272
NTF3	na	4908
CEBPA	na	1050
ONECUT1	na	3175
ERCC1	na	2067
ERCC4	na	2072
XPA	na	7507
RAD52	na	5893
IRF9	na	10379
STAT2	na	6773
STAT1	na	6772
BAK1	na	578
MCL1	na	4170
BID	na	637
BAX	na	581
ERN1	na	2081
A2M	na	2
ANXA6	na	309
LRP1	na	4035
MMP9	na	4318
TIMP1	na	7076
APBB1	na	322
TSHZ3	na	57616
APP	na	351
TOMM40	na	10452
ABCG1	na	9619
ABCG2	na	9429
ABCG5	na	64240
ABCG4	na	64137
ABCG8	na	64241
BACE1	na	23621
PAWR	na	5074
AGPS	na	8540
GNPAT	na	8443
S100A6	na	6277
NR0B2	na	8431
NR5A2	na	2494
SPTLC1	na	10558
SPTLC2	na	9517
SPTLC3	na	55304
ADIPOQ	na	9370
IGF1	na	3479
IGFALS	na	3483
IGFBP3	na	3486
PRDX1	na	5052
SRXN1	na	140809
ATP5A1	na	498
ATP8	na	4509
ATPIF1	na	93974
ATP5B	na	506
ATP5C1	na	509
ATP5D	na	513
ATP5E	na	514
ATP5F1	na	515
ATP5G1	na	516
ATP5H	na	10476
ATP5I	na	521
ATP5J	na	522
ATP5J2	na	9551
ATP5L	na	10632
ATP5O	na	539
ATP6	na	4508
IFNAR1	na	3454
IFNB1	na	3456
IFNAR2	na	3455
ENG	na	2022
IDH1	na	3417
APOE	na	348
PRNP	na	5621
ARHGAP8	na	23779
BNIP2	na	663
STAT5B	na	6777
CBFB	na	865
RUNX1	na	861
PEX14	na	5195
RTP1	na	132112
BIRC6	na	57448
ACTR2	na	10097
ARPC4	na	10093
ARPC5	na	10092
ACTR3	na	10096
ARPC1B	na	10095
ARPC2	na	10109
ARPC3	na	10094
KCNJ11	na	3767
SUCLA2	na	8803
SUCLG1	na	8802
SUCLG2	na	8801
CCDC88A	na	55704
IL2	na	3558
IL2RB	na	3560
IL2RA	na	3559
AURKA	na	6790
TACC1	na	6867
CKAP5	na	9793
MSX1	na	4487
PAX9	na	5083
PIGA	na	5277
PIGH	na	5283
PIGQ	na	9091
PIGC	na	5279
PIK3C3	na	5289
PIK3R4	na	30849
NTF4	na	4909
SLC1A2	na	6506
NOD1	na	10392
C1D	na	10438
PEX1	na	5189
PEX26	na	55670
PEX6	na	5190
ERAP1	na	51752
ERAP2	na	64167
GINS1	na	9837
GINS2	na	51659
GINS3	na	64785
GINS4	na	84296
GLE1	na	2733
NUP155	na	9631
NUPL2	na	11097
OCRL	na	4952
PRMT2	na	3275
PSMG3	na	84262
PSMG4	na	389362
GPAA1	na	8733
PIGS	na	94005
PIGT	na	51604
PIGU	na	128869
PIGK	na	10026
TIMM17A	na	10440
TIMM17B	na	10245
TIMM44	na	10469
AIFM1	na	9131
PPIA	na	5478
TIMM10	na	26519
TIMM9	na	26520
NAIP	na	4671
AGTR1	na	185
JAK2	na	3717
STAT5A	na	6776
IL12A	na	3592
IL12B	na	3593
IL12RB1	na	3594
IL12RB2	na	3595
TICAM1	na	148022
TICAM2	na	353376
TLR4	na	7099
TNFSF13B	na	10673
AXL	na	558
TOR1A	na	1861
TOR1B	na	27348
GUSB	na	2990
DNAJC14	na	85406
PDCL	na	5082
TPP2	na	7174
PGRMC1	na	10857
SCAP	na	22937
HOXA9	na	3205
SMAD6	na	4091
HOXC8	na	3224
DDIT3	na	1649
TRIB3	na	57761
ASCC1	na	51008
ASCC3	na	10973
TRIP4	na	9325
ASCC2	na	84164
F10	na	2159
F3	na	2152
F7	na	2155
TFPI	na	7035
TRPM6	na	140803
TRPM7	na	54822
ANXA2	na	302
S100A10	na	6281
TRPV5	na	56302
HPS1	na	3257
HPS4	na	89781
TSC1	na	7248
TSC2	na	7249
AIRE	na	326
MLPH	na	79083
MYO5A	na	4644
RAB27A	na	5873
SYTL5	na	94122
IGSF5	na	150084
LNX1	na	84708
CDC7	na	8317
DBF4	na	10926
GABRA1	na	2554
GABRG2	na	2566
GABRB2	na	2561
PCNT	na	5116
TUBGCP2	na	10844
TUBGCP3	na	10426
GRIK2	na	2898
GRIK5	na	2901
TYROBP	na	7305
MTX1	na	4580
MTX2	na	10651
MOCS2	na	4338
IRAK1	na	3654
IRAK3	na	11213
IRAK2	na	3656
IGF2R	na	3482
PLIN3	na	10226
RAB9A	na	9367
RNF123	na	63891
UBAC1	na	10422
PIK3CG	na	5294
PIK3R5	na	23533
SIRPA	na	140885
APAF1	na	317
CYCS	na	54205
CASP9	na	842
RNF20	na	56254
RNF40	na	9810
UBE2E1	na	7324
CLPP	na	8192
CLPX	na	10845
CTGF	na	1490
PRL	na	5617
PRLR	na	5618
AP4B1	na	10717
AP4E1	na	23431
AP4M1	na	9179
AP4S1	na	11154
MTNR1A	na	4543
MTNR1B	na	4544
HCST	na	10870
KLRK1	na	22914
ULBP3	na	79465
ULBP2	na	80328
MICB	na	4277
ULBP1	na	80329
GCA	na	25801
SRI	na	6717
CYC1	na	1537
CYTB	na	4519
UQCRHL	na	440567
UQCRQ	na	27089
UQCR10	na	29796
UQCR11	na	10975
UQCRB	na	7381
UQCRC1	na	7384
UQCRC2	na	7385
UQCRFS1	na	7386
CDH23	na	64072
USH1C	na	10083
MYO1C	na	4641
POP1	na	10940
POP7	na	10248
RPP30	na	10556
RPP21	na	79897
POP4	na	10775
RPP38	na	10557
RPP40	na	10799
POP5	na	51367
RPP14	na	11102
RPP25	na	54913
IL2RG	na	3561
IL4	na	3565
IL4R	na	3566
BGN	na	633
BMP4	na	652
BMPR1A	na	657
BMP2	na	650
CHRDL2	na	25884
TWSG1	na	57045
NEK11	na	79858
NEK2	na	4751
CD44	na	960
CD74	na	972
CNTNAP1	na	8506
KCNA1	na	3736
RTN4	na	57142
KCNA2	na	3737
IMP3	na	55272
MPHOSPH10	na	10199
IMP4	na	92856
REEP1	na	65055
EPHB2	na	2048
SDC2	na	6383
RAB3A	na	5864
RIMS2	na	9699
RAPGEF4	na	11069
IKZF4	na	64375
NRG1	na	3084
DDX58	na	23586
TRIM25	na	7706
DPP10	na	57628
KCND2	na	3751
ARHGAP22	na	58504
VEZF1	na	7716
KLF5	na	688
PIAS1	na	8554
IGHM	na	3507
IGLL1	na	3543
VPREB1	na	7441
DNM1L	na	10059
FIS1	na	51024
PCDHA4	na	56144
PCDHGA1	na	56114
PCDHA7	na	56141
PCDHGA3	na	56112
PCDHGB4	na	8641
PCDHGB2	na	56103
SNF8	na	11267
VPS25	na	84313
VPS36	na	51028
TSG101	na	7251
VPS28	na	51160
VPS37C	na	55048
VPS37B	na	79720
CXADR	na	1525
LNX2	na	222484
JAM3	na	83700
CHRNA4	na	1137
CHRNB2	na	1141
VSNL1	na	7447
FNTA	na	2339
FNTB	na	2342
CTSA	na	5476
GALNS	na	2588
NEU1	na	4758
GLB1	na	2720
GABBR2	na	9568
HTR1A	na	3350
GPR26	na	2849
S1PR3	na	1903
HTR1B	na	3351
HTR1D	na	3352
S1PR1	na	1901
RABEP1	na	9135
RABGEF1	na	27342
LTA	na	4049
LTB	na	4050
LTBR	na	4055
PTPRA	na	5786
USP1	na	7398
WDR48	na	57599
GNAI1	na	2770
NUMA1	na	4926
GPSM2	na	29899
NAE1	na	8883
UBA3	na	9039
DLL3	na	10683
NOTCH2	na	4853
RAB11A	na	8766
RAB11FIP1	na	80223
OXSR1	na	9943
WNK1	na	65125
STK39	na	27347
NUP107	na	57122
NUP98	na	4928
NUP160	na	23279
NUP133	na	55746
NUP37	na	79023
SEH1L	na	81929
NUP85	na	79902
NUP43	na	348995
SEC13	na	6396
NELFA	na	7469
NELFB	na	25920
NELFCD	na	51497
NELFE	na	7936
SEPT11	na	55752
SEPT7	na	989
SEPT8	na	23176
SEPT2	na	4735
SEPT9	na	10801
HTRA2	na	27429
LATS1	na	9113
XIAP	na	331
MEP1A	na	4224
MEP1B	na	4225
SDHA	na	6389
SDHD	na	6392
SDHB	na	6390
SDHC	na	6391
CDS1	na	1040
MUS81	na	80198
SCAMP1	na	9522
SCAMP2	na	10066
SCAMP3	na	10067
CDC73	na	79577
CTR9	na	9646
LEO1	na	123169
PAF1	na	54623
SKIV2L	na	6499
TTC37	na	9652
WDR61	na	80349
CTSG	na	1511
SERPINA3	na	12
ELANE	na	1991
SERPINA1	na	5265
RETN	na	56729
SNAPC1	na	6617
SNAPC4	na	6621
SNAPC5	na	10302
SNAPC2	na	6618
SNAPC3	na	6619
LRRC49	na	54839
NICN1	na	84276
TTLL1	na	25809
